smiles,LogS(mol/L),Normalized SMILES,index
O.O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg])c([O-])c(Br)cc12.[Na+].[Na+],-1.575,O.O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg])c([O-])c(Br)cc12.[Na+].[Na+],16871
O.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.6775,O.O=C(O)CC(O)(CC(=O)O)C(=O)O,16872
O.O=P[O-].[Na+],0.85464,O.O=P[O-].[Na+],16873
O.O=S(=O)([O-])[O-].[Zn+2],0.070295,O.O=S(=O)([O-])[O-].[Zn+2],16874
O.O=S(=O)(O)O.[Pb],-4.2263,O.O=S(=O)(O)O.[Pb],16875
O.OC(N1CCCCC1)(C(F)(F)F)C(F)(F)F,-2.0553,O.OC(N1CCCCC1)(C(F)(F)F)C(F)(F)F,16876
O.OC(N1CCNCC1)(C(F)(F)F)C(F)(F)F,-0.36346,O.OC(N1CCNCC1)(C(F)(F)F)C(F)(F)F,16877
O/N=C/c1ccc(F)cc1,-1.9506,O/N=C/c1ccc(F)cc1,16878
O/N=C/c1ccccn1,-1.0004,O/N=C/c1ccccn1,16879
O/N=C/c1ccco1,-0.64088,O/N=C/c1ccco1,16880
O/N=C1/C=CCCC1,-0.7034,O/N=C1/C=CCCC1,16881
O/N=C1/CCCCC/C1=N\O,-1.425,O/N=C1/CCCCC/C1=N\O,16882
O/N=C1/CCCCCCCC/C1=N/O,-2.5813,O/N=C1/CCCCCCCC/C1=N/O,16883
O/N=C1\C=CCCC1,-0.9667,O/N=C1\C=CCCC1,16884
O[B-](O)(F)F.[K+],-0.72435,O[B-](O)(F)F.[K+],16885
O[C@@](c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,O[C@@](c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,16886
O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr,-1.1982,O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr,16887
O[C@@H](CS)[C@@H](O)CS,0.08131,O[C@@H](CS)[C@@H](O)CS,16888
O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1O,0.39,O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1O,16889
O[C@@H]1[C@@H](O)[C@H](O)C[C@H](O)[C@H]1O,-0.17,O[C@@H]1[C@@H](O)[C@H](O)C[C@H](O)[C@H]1O,16890
O[C@@H]1CCN2C1=Nc1ccccc1[C@H]2O,-2.07,O[C@@H]1CCN2C1=Nc1ccccc1[C@H]2O,16891
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,-0.58127,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,16892
O[C@@H]1CSSC[C@H]1O,0.67242,O[C@@H]1CSSC[C@H]1O,16893
O[C@](Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37,O[C@](Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,16894
O[C@]12COC(c3ccccc3)O[C@@H]1[C@H]1OC(c3ccccc3)OC[C@H]1O2,-4.438,O[C@]12COC(c3ccccc3)O[C@@H]1[C@H]1OC(c3ccccc3)OC[C@H]1O2,16895
O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,-1.1982,O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,16896
O[C@H](c1ccccc1)[C@@H](O)c1ccccc1,-1.93,O[C@H](c1ccccc1)[C@@H](O)c1ccccc1,16897
O[C@H](Cc1ccccc1)c1ccccc1,-2.52,O[C@H](Cc1ccccc1)c1ccccc1,16898
O[C@H](CS)[C@H](O)CS,0.50561,O[C@H](CS)[C@H](O)CS,16899
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.35,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,16900
O[C@H]1[C@H](O)[C@@H](O)OC[C@@H]1O,0.39,O[C@H]1[C@H](O)[C@@H](O)OC[C@@H]1O,16901
O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,-2.6131,O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,16902
O[C@H]1[C@H]2C3CC4OCOC4CC3CN3CCC(=C[C@@H]1O)[C@H]23,-2.6131,O[C@H]1[C@H]2C3CC4OCOC4CC3CN3CCC(=C[C@@H]1O)[C@H]23,16903
O[C@H]1C=C[C@H]2[C@@H]1[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,-5.46,O[C@H]1C=C[C@H]2[C@@H]1[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,16904
O[C@H]1CCOC1,1.05,O[C@H]1CCOC1,16905
O[C@H]1CSSC[C@@H]1O,0.67242,O[C@H]1CSSC[C@@H]1O,16906
O[Si](O)(c1ccccc1)c1ccccc1,-2.733,O[Si](O)(c1ccccc1)c1ccccc1,16907
O=[As](O)(O)c1ccccc1,-0.72611,O=[As](O)(O)c1ccccc1,16908
O=[As](O)(O)O,0.6187,O=[As](O)(O)O,16909
O=[Ce]=O,-9.1459,O=[Ce]=O,16910
O=[N+]([O-])/C=C/c1ccc(Cl)cc1,-3.0144,O=[N+]([O-])/C=C/c1ccc(Cl)cc1,16911
O=[N+]([O-])[O-].[Li+],1.1701,O=[N+]([O-])[O-].[Li+],16912
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ba+2],-0.44407,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ba+2],16913
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2],0.86612,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2],16914
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mn+2],1.3771,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mn+2],16915
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pb+2],0.16654,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pb+2],16916
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pd+2],-1.3625,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pd+2],16917
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Zn+2],0.72176,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Zn+2],16918
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Bi+3],-2.642,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Bi+3],16919
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],0.64563,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],16920
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Rh+3],0.60741,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Rh+3],16921
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Sm+3],0.48602,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Sm+3],16922
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Y+3],0.54532,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Y+3],16923
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],-2.3381,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],16924
O=[N+]([O-])C(Br)([N+](=O)[O-])[N+](=O)[O-],-1.7705,O=[N+]([O-])C(Br)([N+](=O)[O-])[N+](=O)[O-],16925
O=[N+]([O-])C(Br)(CC(O)C(O)c1ccccc1)[N+](=O)[O-],-1.707,O=[N+]([O-])C(Br)(CC(O)C(O)c1ccccc1)[N+](=O)[O-],16926
O=[N+]([O-])C(Br)(CO)CO,0.074696,O=[N+]([O-])C(Br)(CO)CO,16927
O=[N+]([O-])C(CCl)([N+](=O)[O-])[N+](=O)[O-],-0.2586,O=[N+]([O-])C(CCl)([N+](=O)[O-])[N+](=O)[O-],16928
O=[N+]([O-])C(Cl)([N+](=O)[O-])[N+](=O)[O-],-1.9259,O=[N+]([O-])C(Cl)([N+](=O)[O-])[N+](=O)[O-],16929
O=[N+]([O-])C(Cl)(Cl)Cl,-2.0,O=[N+]([O-])C(Cl)(Cl)Cl,16930
O=[N+]([O-])C(CO)(CO)CO,0.821,O=[N+]([O-])C(CO)(CO)CO,16931
O=[N+]([O-])C12COP(=O)(OC1)OC2,-0.81,O=[N+]([O-])C12COP(=O)(OC1)OC2,16932
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,16933
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,-5.0963,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,16934
O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,-4.5591,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,16935
O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,-5.134,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,16936
O=[N+]([O-])C1C(Cl)CCCC1C1CNCC1Cl,-5.134,O=[N+]([O-])C1C(Cl)CCCC1C1CNCC1Cl,16937
O=[N+]([O-])c1c(CS(=O)(=O)C2CC2)nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn12,-5.52,O=[N+]([O-])c1c(CS(=O)(=O)C2CC2)nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn12,16938
O=[N+]([O-])c1c(CS(=O)(=O)c2ccc(OC(F)(F)F)cc2)nc2c(Br)cc(Cl)cn12,-5.07,O=[N+]([O-])c1c(CS(=O)(=O)c2ccc(OC(F)(F)F)cc2)nc2c(Br)cc(Cl)cn12,16939
O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(Br)cc(Cl)cn12,-5.16,O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(Br)cc(Cl)cn12,16940
O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn12,-5.85,O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn12,16941
O=[N+]([O-])c1c(CS(=O)(=O)CCC(F)(F)F)nc2c(-c3ccncc3)cc(Cl)cn12,-4.51,O=[N+]([O-])c1c(CS(=O)(=O)CCC(F)(F)F)nc2c(-c3ccncc3)cc(Cl)cn12,16942
O=[N+]([O-])c1c(CS(=O)(=O)CCC(F)(F)F)nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn12,-4.91,O=[N+]([O-])c1c(CS(=O)(=O)CCC(F)(F)F)nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn12,16943
O=[N+]([O-])c1c(O)ccc2ccccc12,-2.9758,O=[N+]([O-])c1c(O)ccc2ccccc12,16944
O=[N+]([O-])c1c(O)cccc1-c1ccccc1,-3.95,O=[N+]([O-])c1c(O)cccc1-c1ccccc1,16945
O=[N+]([O-])c1c(O)cccc1O,-2.0734,O=[N+]([O-])c1c(O)cccc1O,16946
O=[N+]([O-])c1c2ccccc2cc2ccccc12,-6.2918,O=[N+]([O-])c1c2ccccc2cc2ccccc12,16947
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1[O-].[Pb+2],-2.8084,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1[O-].[Pb+2],16948
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)cc1O,-4.4611,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)cc1O,16949
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,-2.669,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,16950
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ccccc2)c([N+](=O)[O-])c1,-5.4418,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ccccc2)c([N+](=O)[O-])c1,16951
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,-1.6131,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,16952
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,-2.5859,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,16953
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)cc1O,-3.4086,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)cc1O,16954
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc(S(=O)(=O)O)cc2c1O,-2.54,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc(S(=O)(=O)O)cc2c1O,16955
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1Cl,-5.4,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1Cl,16956
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.89,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,16957
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,-5.42,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,16958
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,-2.5337,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,16959
O=[N+]([O-])c1cc(C(F)(F)F)ccc1O,-2.6066,O=[N+]([O-])c1cc(C(F)(F)F)ccc1O,16960
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,-4.2492,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,16961
O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,-4.4101,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,16962
O=[N+]([O-])c1cc(CCO)ccc1O,-1.1556,O=[N+]([O-])c1cc(CCO)ccc1O,16963
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,-4.5531,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,16964
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,-3.8866,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,16965
O=[N+]([O-])c1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,-4.8057,O=[N+]([O-])c1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,16966
O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,-5.8808,O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,16967
O=[N+]([O-])C1CC(Cl)CC(C2CC(Cl)CC([N+](=O)[O-])C2O)C1O,-5.8808,O=[N+]([O-])C1CC(Cl)CC(C2CC(Cl)CC([N+](=O)[O-])C2O)C1O,16968
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,-3.5843,O=[N+]([O-])c1cc(Cl)cc(Cl)c1,16969
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,-4.0876,O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,16970
O=[N+]([O-])c1cc(Cl)ccc1Cl,-3.7521,O=[N+]([O-])c1cc(Cl)ccc1Cl,16971
O=[N+]([O-])c1cc(Cl)ccc1O,-3.0902,O=[N+]([O-])c1cc(Cl)ccc1O,16972
O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,-1.7954,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,16973
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,-1.663,O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,16974
O=[N+]([O-])c1cc(O)ccc1NCCCO,-2.1106,O=[N+]([O-])c1cc(O)ccc1NCCCO,16975
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,-6.269,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,16976
O=[N+]([O-])c1cc[n+]([O-])cc1,-0.68825,O=[N+]([O-])c1cc[n+]([O-])cc1,16977
O=[N+]([O-])c1cc2c(cc1CO)OCO2,-3.064,O=[N+]([O-])c1cc2c(cc1CO)OCO2,16978
O=[N+]([O-])c1cc2cccnc2c2ncccc12,-3.9172,O=[N+]([O-])c1cc2cccnc2c2ncccc12,16979
O=[N+]([O-])c1ccc(/C=C/c2cccc(CO)n2)o1,-2.5565,O=[N+]([O-])c1ccc(/C=C/c2cccc(CO)n2)o1,16980
O=[N+]([O-])c1ccc(/C=C/c2cnc(N(CO)CO)nn2)o1,-0.9974,O=[N+]([O-])c1ccc(/C=C/c2cnc(N(CO)CO)nn2)o1,16981
O=[N+]([O-])c1ccc(/C=N/O)o1,-2.19,O=[N+]([O-])c1ccc(/C=N/O)o1,16982
O=[N+]([O-])c1ccc(/C=N\O)o1,-2.19,O=[N+]([O-])c1ccc(/C=N\O)o1,16983
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,-2.6796,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,16984
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-3.435,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,16985
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,-5.2094,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,16986
O=[N+]([O-])c1ccc(-c2ccccc2)cc1O,-3.8557,O=[N+]([O-])c1ccc(-c2ccccc2)cc1O,16987
O=[N+]([O-])c1ccc(-c2nc(CN3CCOCC3)cs2)s1,-2.0524,O=[N+]([O-])c1ccc(-c2nc(CN3CCOCC3)cs2)s1,16988
O=[N+]([O-])C1CCC(C2NC(CN3CCOCC3)CS2)S1,-2.0524,O=[N+]([O-])C1CCC(C2NC(CN3CCOCC3)CS2)S1,16989
O=[N+]([O-])c1ccc(-c2nc3ccc(Cl)cc3[nH]2)o1,-4.82,O=[N+]([O-])c1ccc(-c2nc3ccc(Cl)cc3[nH]2)o1,16990
O=[N+]([O-])c1ccc(-c2nc3ccc(F)cc3[nH]2)o1,-4.0,O=[N+]([O-])c1ccc(-c2nc3ccc(F)cc3[nH]2)o1,16991
O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)o1,-3.89,O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)o1,16992
O=[N+]([O-])c1ccc(-c2nc3ccccc3o2)cc1,-4.1605,O=[N+]([O-])c1ccc(-c2nc3ccccc3o2)cc1,16993
O=[N+]([O-])C1CCC(C2NC3CCCCC3O2)CC1,-4.1605,O=[N+]([O-])C1CCC(C2NC3CCCCC3O2)CC1,16994
O=[N+]([O-])c1ccc(C2NCCS2)cc1,-1.5514,O=[N+]([O-])c1ccc(C2NCCS2)cc1,16995
O=[N+]([O-])c1ccc(CBr)cc1,-3.699,O=[N+]([O-])c1ccc(CBr)cc1,16996
O=[N+]([O-])c1ccc(CCc2ccc([N+](=O)[O-])cc2)cc1,-4.9505,O=[N+]([O-])c1ccc(CCc2ccc([N+](=O)[O-])cc2)cc1,16997
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,-4.3409,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,16998
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,-3.2,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,16999
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,-3.94,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,17000
O=[N+]([O-])c1ccc(Cl)cc1,-2.8659,O=[N+]([O-])c1ccc(Cl)cc1,17001
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,-3.3533,O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,17002
O=[N+]([O-])c1ccc(Cl)cc1Cl,-3.0091,O=[N+]([O-])c1ccc(Cl)cc1Cl,17003
O=[N+]([O-])c1ccc(Cl)cc1O,-2.6374,O=[N+]([O-])c1ccc(Cl)cc1O,17004
O=[N+]([O-])c1ccc(CO)cc1,-1.8841,O=[N+]([O-])c1ccc(CO)cc1,17005
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,-2.6677,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,17006
O=[N+]([O-])c1ccc(F)cc1O,-2.05,O=[N+]([O-])c1ccc(F)cc1O,17007
O=[N+]([O-])c1ccc(I)cc1,-3.9491,O=[N+]([O-])c1ccc(I)cc1,17008
O=[N+]([O-])c1ccc(N=Nc2c(O)c(N=Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)cc(N=Nc3cc(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(O)c34)c2O)cc1.[Na+].[Na+],-0.96757,O=[N+]([O-])c1ccc(N=Nc2c(O)c(N=Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)cc(N=Nc3cc(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(O)c34)c2O)cc1.[Na+].[Na+],17009
O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,-7.7299,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,17010
O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,-7.997,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,17011
O=[N+]([O-])c1ccc(N=Nc2ccc(Nc3ccccc3)cc2)cc1,-7.5229,O=[N+]([O-])c1ccc(N=Nc2ccc(Nc3ccccc3)cc2)cc1,17012
O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2)cc1,-4.8,O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2)cc1,17013
O=[N+]([O-])c1ccc(N2CC2)c([N+](=O)[O-])c1,-3.0,O=[N+]([O-])c1ccc(N2CC2)c([N+](=O)[O-])c1,17014
O=[N+]([O-])c1ccc(Nc2ccc(N=Nc3cc(N=Nc4cc(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(N=Nc6ccc(Nc7ccc([N+](=O)[O-])cc7S(=O)(=O)[O-])cc6)c(O)c45)c(O)cc3O)cc2)c(S(=O)(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+],-0.76675,O=[N+]([O-])c1ccc(Nc2ccc(N=Nc3cc(N=Nc4cc(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(N=Nc6ccc(Nc7ccc([N+](=O)[O-])cc7S(=O)(=O)[O-])cc6)c(O)c45)c(O)cc3O)cc2)c(S(=O)(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+],17015
O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1.[Na+],-2.1991,O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1.[Na+],17016
O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,-5.444,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,17017
O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,-3.834,O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,17018
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,-5.16,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,17019
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,-3.93,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,17020
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,-2.2085,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,17021
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1-c1ccccc1,-3.7164,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1-c1ccccc1,17022
O=[N+]([O-])c1ccc(O)c(Br)c1,-0.9961,O=[N+]([O-])c1ccc(O)c(Br)c1,17023
O=[N+]([O-])c1ccc(O)c(CCl)c1,-2.3033,O=[N+]([O-])c1ccc(O)c(CCl)c1,17024
O=[N+]([O-])c1ccc(O)c(O)c1,0.08,O=[N+]([O-])c1ccc(O)c(O)c1,17025
O=[N+]([O-])c1ccc(O)cc1,-0.87674,O=[N+]([O-])c1ccc(O)cc1,17026
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],-0.48332,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],17027
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,-1.6172,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,17028
O=[N+]([O-])c1ccc(O)cc1-c1ccccc1,-3.63,O=[N+]([O-])c1ccc(O)cc1-c1ccccc1,17029
O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,-5.19,O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,17030
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-5.6201,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,17031
O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,-5.22,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,17032
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.46,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,17033
O=[N+]([O-])c1ccc(Oc2ccccc2)c([N+](=O)[O-])c1,-3.7836,O=[N+]([O-])c1ccc(Oc2ccccc2)c([N+](=O)[O-])c1,17034
O=[N+]([O-])c1ccc(OCCCCCNCCSS(=O)(=O)O)nc1,-1.9243,O=[N+]([O-])c1ccc(OCCCCCNCCSS(=O)(=O)O)nc1,17035
O=[N+]([O-])c1ccc(OCCCNCCSS(=O)(=O)O)nc1,-0.8817,O=[N+]([O-])c1ccc(OCCCNCCSS(=O)(=O)O)nc1,17036
O=[N+]([O-])c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,-4.96,O=[N+]([O-])c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,17037
O=[N+]([O-])c1ccc(OP(=S)(Oc2ccc([N+](=O)[O-])cc2)Oc2ccc([N+](=O)[O-])cc2)cc1,-5.6788,O=[N+]([O-])c1ccc(OP(=S)(Oc2ccc([N+](=O)[O-])cc2)Oc2ccc([N+](=O)[O-])cc2)cc1,17038
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,-5.3566,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,17039
